"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
140,"Study of Fluzone Vaccine Administered by Intradermal Route in Comparison With Standard Fluzone® in Adults","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: Influenza Virus Vaccine USP Trivalent Types A and B","Hoover, Alabama, United States|Huntsville, Alabama, United States|Mobile, Alabama, United States|Chandler, Arizona, United States|Mesa, Arizona, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Fountain Valley, California, United States|San Diego, California, United States|Milford, Connecticut, United States|Melbourne, Florida, United States|Pembroke Pines, Florida, United States|Pinellas Park, Florida, United States|Boise, Idaho, United States|Chicago, Illinois, United States|Iowa City, Iowa, United States|Wichita, Kansas, United States|Lexington, Kentucky, United States|Madisonville, Kentucky, United States|Rockville, Maryland, United States|Kansas City, Missouri, United States|Springfield, Missouri, United States|St. Louis, Missouri, United States|Albuquerque, New Mexico, United States|Binghamton, New York, United States|Endwell, New York, United States|Rochester, New York, United States|Rochester, New York, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Allentown, Pennsylvania, United States|Bensalem, Pennsylvania, United States|Warwick, Rhode Island, United States|Mt. Pleasant, South Carolina, United States|Nashville, Tennessee, United States|Austin, Texas, United States|Fort Worth, Texas, United States|Fort Worth, Texas, United States|Galveston, Texas, United States|San Angelo, Texas, United States|Salt Lake City, Utah, United States|Salt Lake, Utah, United States|West Jordan, Utah, United States|Seattle, Washington, United States|Marshfield, Wisconsin, United States|Castellana Gardens, Carolina, Puerto Rico|San Juan, Puerto Rico|San Juan, Puerto Rico","https://ClinicalTrials.gov/show/NCT00772109"
141,"Poly-ICLC to Prevent Respiratory Viral Infections A Safety Study","Completed","No Results Available","Influenza|Severe Acute Respiratory Distress Syndrome|Smallpox|Ebola|Unknown Respiratory Viruses","Drug: Poly-ICLC","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00646152"
142,"A Study to Evaluate the Safety of HIN1 Monovalent Vaccine (MEDI3414) in Children 2 to 17 Years of Age","Completed","Has Results","Influenza","Biological: MEDI3414 [Influenza A(H1N1) live attenuated, intranasal]|Biological: Placebo","Coastal Clinic Research, Inc., Mobile, Alabama, United States|Benchmark Research, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research, San Francisco, California, United States|Kentucky Pediatric Research Center, Bardstown, Kentucky, United States|Central Kentucky Research Associates, Inc., Lexington, Kentucky, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, Omaha, Nebraska, United States|Clinical Research Center of Nevada, Henderson, Nevada, United States|Rochester Clinical Research Inc., Rochester, New York, United States|Primary Physicians Research, Inc., Pittsburgh, Pennsylvania, United States|Omega Medical Research, Warwick, Rhode Island, United States|Spartanburg Medical Research, Spartanburg, South Carolina, United States|Benchmark Research, Austin, Texas, United States|Benchmark Research Ft. Worth, Ft. Worth, Texas, United States|Benchmark Research San Angelo, San Angelo, Texas, United States","https://ClinicalTrials.gov/show/NCT00946101"
143,"Immunogenicity, Safety of GSKs Tdap Vaccine Boostrix When Coadministered With GSKs Influenza Vaccine Fluarix in Adults","Completed","Has Results","Acellular Pertussis|Diphtheria|Tetanus","Biological: Fluarix®|Biological: Boostrix®","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Chandler, Arizona, United States|GSK Investigational Site, Mesa, Arizona, United States|GSK Investigational Site, Phoenix, Arizona, United States|GSK Investigational Site, Inverness, Florida, United States|GSK Investigational Site, Melbourne, Florida, United States|GSK Investigational Site, Pembroke Pines, Florida, United States|GSK Investigational Site, Peoria, Illinois, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Bristol, Tennessee, United States|GSK Investigational Site, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00385255"
144,"Safety of Hib-MenCY-TT Vaccine Versus Licensed Hib Conjugate Vaccine, Given at 12 to 15 Months of Age.","Completed","Has Results","Haemophilus Influenzae Type b|Neisseria Meningitidis","Biological: GSK Biologicals' Haemophilus influenzae type b and Neisseria meningitidis serogroups C and Y-tetanus toxoid conjugate vaccine combined (792014)|Biological: PedvaxHIB|Biological: Prevnar|Biological: M-M-R II|Biological: Varivax","GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Benton, Arkansas, United States|GSK Investigational Site, Jonesboro, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Fountain Valley, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Madera, California, United States|GSK Investigational Site, Slinas, California, United States|GSK Investigational Site, West Covina, California, United States|GSK Investigational Site, Boulder, Colorado, United States|GSK Investigational Site, Longmont, Colorado, United States|GSK Investigational Site, Plantation, Florida, United States|GSK Investigational Site, Nampa, Idaho, United States|GSK Investigational Site, Waukee, Iowa, United States|GSK Investigational Site, West Desmoines, Iowa, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Lexington, Kentucky, United States|GSK Investigational Site, Bossier City, Louisiana, United States|GSK Investigational Site, Boston, Massachusetts, United States|GSK Investigational Site, Nies, Michigan, United States|GSK Investigational Site, Portage, Michigan, United States|GSK Investigational Site, Stevensville, Michigan, United States|GSK Investigational Site, St. Paul, Minnesota, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Ithaca, New York, United States|GSK Investigational Site, New Hartford, New York, United States|GSK Investigational Site, Syracuse, New York, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Boardman, Ohio, United States|GSK Investigational Site, Canton, Ohio, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, North Canton, Ohio, United States|GSK Investigational Site, South Euclid, Ohio, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Greenville, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Wexford, Pennsylvania, United States|GSK Investigational Site, Charleston, South Carolina, United States|GSK Investigational Site, Kingsport, Tennessee, United States|GSK Investigational Site, Layton, Utah, United States|GSK Investigational Site, Ogden, Utah, United States|GSK Investigational Site, Orem, Utah, United States|GSK Investigational Site, Pleasant Gorve, Utah, United States|GSK Investigational Site, Salt Lake City, Utah, United States|GSK Investigational Site, Salt Lake City, Utah, United States|GSK Investigational Site, South Jordan, Utah, United States|GSK Investigational Site, West Jordan, Utah, United States|GSK Investigational Site, Madison, Wisconsin, United States|GSK Investigational Site, Marshfield, Wisconsin, United States|GSK Investigational Site, Mexico city, Mexico|GSK Investigational Site, Mexico, D.F., Mexico","https://ClinicalTrials.gov/show/NCT00345683"
145,"Long-Term Antibody Persistence at 1, 3 and 5 Years After a Fourth Dose of GSK Biologicals' Hib-MenCY-TT Vaccine Compared to ActHIB","Completed","Has Results","Neisseria Meningitidis|Haemophilus Influenzae Type b","Biological: MenHibrix (Hib-MenCY-TT)|Biological: Hib conjugate vaccine (ActHIB)","GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Fountain Valley, California, United States|GSK Investigational Site, Norwich, Connecticut, United States|GSK Investigational Site, Marietta, Georgia, United States|GSK Investigational Site, Woodstock, Georgia, United States|GSK Investigational Site, Waukee, Iowa, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Louisville, Kentucky, United States|GSK Investigational Site, Louisville, Kentucky, United States|GSK Investigational Site, Bossier City, Louisiana, United States|GSK Investigational Site, Boston, Massachusetts, United States|GSK Investigational Site, Fall River, Massachusetts, United States|GSK Investigational Site, Pittsford, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Boardman, Ohio, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Greenville, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00359983"
146,"Comparison of GSKBiologicals' Hib-MenCY-TT Vaccine vs Licensed Hib Conjugate or Meningococcal Vaccine","Completed","Has Results","Haemophilus Influenzae Type b|Neisseria Meningitidis","Biological: GSK Biologicals' Haemophilus influenza type b and Neisseria meningitidis serogroups C and Y-tetanus toxoid conjugate vaccine 792014 vaccine|Biological: ActHIB|Biological: Pediarix|Biological: Prevnar|Biological: Menomune","GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Fountain Valley, California, United States|GSK Investigational Site, Centennial, Colorado, United States|GSK Investigational Site, Norwich, Connecticut, United States|GSK Investigational Site, Marietta, Georgia, United States|GSK Investigational Site, Des Moines, Iowa, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Louisville, Kentucky, United States|GSK Investigational Site, Louisville, Kentucky, United States|GSK Investigational Site, Bossier City, Louisiana, United States|GSK Investigational Site, Boston, Massachusetts, United States|GSK Investigational Site, Boston, Massachusetts, United States|GSK Investigational Site, New Bedford, Massachusetts, United States|GSK Investigational Site, Bronx, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Boardman, Ohio, United States|GSK Investigational Site, University Heights, Ohio, United States|GSK Investigational Site, Beaver Falls, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Greenville, Pennsylvania, United States|GSK Investigational Site, Norristown, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Rydal, Pennsylvania, United States|GSK Investigational Site, Warwick, Rhode Island, United States","https://ClinicalTrials.gov/show/NCT00129129"
147,"A Study to Evaluate the Shedding and Safety of Trivalent Influenza Virus Vaccine Live, Intranasal in Infants and Young Children","Completed","Has Results","Healthy","Biological: Trivalent influenza virus vaccine live, intranasal","Little Rock Allergy & Asthma Clinic, PA, Little Rock, Arkansas, United States|Pediatric and Adolescent Medicine, PA (PAMPA), Marietta, Georgia, United States|Kentucky Pediatrics/Adult Research, Bardstown, Kentucky, United States|Benchmark Research, Metairie, Louisiana, United States|Health Sciences Research Center, Cortland, New York, United States|Health Sciences Research Center, Elmira, New York, United States|Regional Clinical Research Inc., Endwell, New York, United States|Grand Prairie Pediatrics & Allergy Clinic, Oklahoma City, Oklahoma, United States|Primary Physicians Research , Inc, Pittsburgh, Pennsylvania, United States|Med-Pro Research Inc., Houston, Texas, United States|Central Texas Health Research, New Braunfels, Texas, United States|Benchmark Research, San Angelo, Texas, United States|Wee Care Pediatrics, Layton, Utah, United States|Utah Valley Pediatrics, Provo, Utah, United States|PI-Coor Clinical Research, LLC, Burke, Virginia, United States|Advanced Pediatrics, Vienna, Virginia, United States","https://ClinicalTrials.gov/show/NCT00344305"
148,"Study of the Safety, Immunogenicity and Lot Comparability of DAPTACEL When Administered With Other Recommended Vaccine","Completed","No Results Available","Diphtheria|Tetanus|Whooping Cough|Polio|Haemophilus Influenzae Type b","Biological: DAPTACEL® (Diphtheria and Tetanus Toxoids and Acellular Pertussis vaccine)|Biological: Pentacel: DTaP-IPV/Hib","Fayetteville, AR 72703, Arkansas, United States|Jonesboro, AR 72401, Arkansas, United States|Little Rock, AR 72211, Arkansas, United States|Fountain Valley, CA 92708, California, United States|Englewood, CO 80112, Colorado, United States|Norwich, CT 06360, Connecticut, United States|Orlando, FL 32856, Florida, United States|Marietta, GA 30062, Georgia, United States|Chicago, IL 60614, Illinois, United States|Bardstown, KY 40004, Kentucky, United States|Bossier City, LA 71111, Louisiana, United States|Bridgeton, MO 63044, Missouri, United States|Rochester, NY 14620, New York, United States|Chapel Hill, NC 27514, North Carolina, United States|Portland, OR 97201, Oregon, United States|Norristown, PA 19401, Pennsylvania, United States|Pittsburgh, PA 15213, Pennsylvania, United States|Pittsburgh, PA 15241, Pennsylvania, United States|Kingsport, TN 37664, Tennessee, United States|Austin, TX 78758, Texas, United States|Fort Worth, TX 76107, Texas, United States|San Antonio, TX 78205, Texas, United States|Provo, UT 84604, Utah, United States|Spokane, WA 99220, Washington, United States|LaCrosse, WI 54601, Wisconsin, United States|Marshfield, WI 54449, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00662870"
149,"A Study to Evaluate the Immunogenicity of Quadrivalent LAIV in Adults 18 to 49 Years of Age","Completed","Has Results","Healthy or Stable Underlying Chronic Medical Condition","Biological: Q/LAIV (MEDI3250)|Biological: FluMist/B/Yamagata|Biological: FluMist/B/Victoria","Benchmark Research, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research, San Francisco, California, United States|University Clinical Research-Deland, LLC, Deland, Florida, United States|Pharmax Research Clinic, Inc, Miami, Florida, United States|University Clinical Research, Inc, Pembroke Pines, Florida, United States|Miami Research Associates, South Miami, Florida, United States|Clinical Research Atlanta, Stockbridge, Georgia, United States|Vince and Associates Clinical Research, Overland Park, Kansas, United States|Kentucky Pediatric / Adult Research, Bardstown, Kentucky, United States|The Center for Pharmaceutical Research, PC, Kansas City, Missouri, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Rochester Clinical Research, Inc., Rochester, New York, United States|Clinical Research Associates, Inc, Nashville, Tennessee, United States|Benchmark Research, Austin, Texas, United States|Benchmark Research, Ft. Worth, Texas, United States|Advanced Clinical Research, West Jordan, Utah, United States","https://ClinicalTrials.gov/show/NCT00860067"
150,"Study of the Effect of Pneumococcal Conjugate Vaccine (PCV) on Immunogenicity of Pentacel™","Completed","Has Results","Diphtheria|Tetanus|Haemophilus Infection|Pertussis|Polio","Biological: Pentacel™: HCPDT-IPV//PRP-T Vaccine and Prevnar®","Montgomery, Alabama, United States|Fayetteville, Arkansas, United States|Jonesboro, Arkansas, United States|Little Rock, Arkansas, United States|Fountain Valley, California, United States|Oakland, California, United States|Rolling Hills Estate, California, United States|Norwich, Connecticut, United States|Bardstown, Kentucky, United States|Louisville, Kentucky, United States|Boston, Massachusetts, United States|Kansas City, Missouri, United States|Brooklyn, New York, United States|Norristown, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Austin, Texas, United States|Fort Worth, Texas, United States|San Antonio, Texas, United States|San Antonio, Texas, United States|Layton, Utah, United States|Spokane, Washington, United States|Vancouver, Washington, United States|Lacrosse, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00772928"
151,"Study of DAPTACEL® Administered as a 5th Dose in 4 to 6-Year-Old Children Previously Immunized With PENTACEL™","Completed","Has Results","Diphtheria|Tetanus|Pertussis|Polio|Haemophilus Infection","Biological: Diphtheria and Tetanus Toxoids and Acellular Pertussis (DAPTACEL®)","Jonesboro, Arkansas, United States|Little Rock, Arkansas, United States|Oakland, California, United States|Torrance, California, United States|Orlando, Florida, United States|Atlanta, Georgia, United States|Boston, Massachusetts, United States|Woburn, Massachusetts, United States|Omaha, Nebraska, United States|Albany, New York, United States|Rochester, New York, United States|Chapel Hill, North Carolina, United States|Sylva, North Carolina, United States|Pittsburgh, Pennsylvania, United States|Nashville, Tennessee, United States|San Antonio, Texas, United States|Layton, Utah, United States|Vancouver, Washington, United States|Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00802867"
152,"Comparative Study of Ceftaroline vs. Ceftriaxone in Adult Subjects With Community-Acquired Pneumonia","Completed","Has Results","Bacterial Pneumonia","Drug: Ceftaroline fosamil for Injection|Drug: IV Ceftriaxone|Drug: Placebo|Drug: Clarithromycin","Investigational site, Los Angeles, California, United States|Investigational Site, Pasadena, California, United States|Investigational Site, Sacramento, California, United States|Investigational Site, San Diego, California, United States|Investigational Site, Orlando, Florida, United States|Investigational Site, Fort Gordon, Georgia, United States|Investigational Site, Peoria, Illinois, United States|Investigational Site, Baltimore, Maryland, United States|Investigational site, Minneapolis, Minnesota, United States|Investigational Site, Butte, Montana, United States|Investigational Site, Akron, Ohio, United States|Investigational Site, Houston, Texas, United States|Investigational Site, Buenos Aires, C.a.b.a., Argentina|Investigational Site, San Miguel de Tucuman, Tucuman, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Vicente Lopez, Argentina|Investigational Site, Vienna, Austria|Investigational Site, Wien, Austria|Investigational Site, Goiania, G.o., Brazil|Investigational Site, Porto Alegre, RS, Brazil|Investigational Site, Porto Alegre, RS, Brazil|Investigational Site, Sao Jose do Rio Preto, SP, Brazil|Investigational Site 1, Belo Horizonte MG, Brazil|Investigational Site 2, Belo Horizonte, Brazil|Investigational Site, Campinas, Brazil|Investigational Site, Curitiba-PR, Brazil|Investigational Site, Juiz de Fora, Brazil|Investigational site, Porto Alegre, Brazil|Investigational Site, Sao Paolo, Brazil|Investigational Site, Sao Paolo, Brazil|Investigational Site, Burgas, Bulgaria|Investigational Site, Sofia, Bulgaria|Investigational Site, Varna, Bulgaria|Investigational Site, Tallinn, Estonia|Investigational Site, Tallinn, Estonia|Investigational Site, Tartu, Estonia|Investigational Site, Annecy, France|Investigational Site, Argenteuil, France|Investigational Site, Paris, France|Investigational Site, Paris, France|Investigational Site, Paris, France|Investigational Site, Tbilisi, Georgia|Investigational Site, Tbilisi, Georgia|Investigational Site, Lindenberger, Berlin, Germany|Investigational Site, Berlin, Germany|Investigational Site, Bochum, Germany|Investigational Site, Bochum, Germany|Investigational Site, Erfurt, Germany|Investigational Site, Heppenheim, Germany|Investigational Site, Lich, Germany|Investigational Site, Lubeck, Germany|Investigational Site, Luedenscheid, Germany|Investigational Site, Paderborn, Germany|Investigational Site, Schkeuditz, Germany|Investigational Site, Ulm, Germany|Investigational Site, Wiesbaden, Germany|Investigational Site, Tatabanya, Szanatorium, Hungary|Investigational Site, Budapest, Hungary|Investigational Site, Matrahaza, Hungary|Investigational Site, Miskolc, Hungary|Investigational Site, Pecs, Hungary|Investigational Site, Sopron, Hungary|Investigational Site, Tatabanya, Hungary|Investigational Site, Torokbalint, Hungary|Investigational Site, Vellore, Tamilnadu, India|Investigational Site, Kaunas, Lithuania|Investigational Site, Kaunas, Lithuania|Investigational Site, Klaipeda, Lithuania|Investigational Site, Klaipeda, Lithuania|Investigational Site, Siauliai, Lithuania|Investigational Site, Vilnius, Lithuania|Investigational Site, Johor Bahru, Johor, Malaysia|Inestigational Site, Cheras, Kuala Lumpur, Malaysia|Investigational Site, Georgetown, Penang, Malaysia|Investigational Site, Kedah, Malaysia|Investigational Site, Kuala Lumpur, Malaysia|Investigational Site, Bedzin, Poland|Investigational Site, Brzesku, Poland|Investigational Site, Bytom, Poland|Investigational Site, Chodziez, Poland|Investigational Site, Czestochowa, Poland|Investigational Site, Katowice-Ochojec, Poland|Investigational Site, Krakow, Poland|Investigational Site, Lublin, Poland|Investigational Site, Lublin, Poland|Investigational Site, Poznan, Poland|Investigational Site, Poznan, Poland|Investigational Site, Tychy, Poland|Investigational Site, Warszawa, Poland|Investigational Site, Warszawa, Poland|Investigational Site, Warszawa, Poland|Investigational Site, Warszawa, Poland|Investigational Site, Wroclaw, Poland|Inestigational Site, Bucharest, Romania|Investigational Site, Bucharest, Romania|Investigational Site, Cluj Napoca, Romania|Investigational Site, Constanta, Romania|Investigational Site, Oradea, Romania|Investigational Site, St. Brasov, Romania|Investigational Site, Targu Mures, Romania|Investigational Site, Timisoara, Romania|Investigational Site, Petrozavodsk, Republic of Karelia, Russian Federation|Investigational Site, Arkhangelsk, Russian Federation|Investigational Site, Moscow, Russian Federation|Investigational Site, Moscow, Russian Federation|Investigational Site, Moscow, Russian Federation|Investigational Site, Rostov-on-Don, Russian Federation|Investigational Site, Saratov, Russian Federation|Investigational Site, St Petersburg, Russian Federation|Investigational Site, St. Petersburg, Russian Federation|Investigational Site, St. Petersburg, Russian Federation|Investigational Site, Tatarstan, Russian Federation|Investigational Site, Yekaterinburg, Russian Federation|Investigational Site, Yekaterinburg, Russian Federation|Investigational Site, Belgrade, Serbia|Investigational Site, Knez Selo, Serbia|Investigational Site, Kragujevac, Serbia|Investigational Site, Bratislava, Slovakia|Slovakia, Nitra-Zobor, Slovakia|Investigational Site, Bellville, Capetown, South Africa|Investigational Site, Benomi, South Africa|Investigational Site, Cape Town, South Africa|Investigational Site, Cape Town, South Africa|Investigational Site, Krugersdorp, South Africa|Investigational Site, Port Elizabeth, South Africa|Investigational Site, Pretoria, South Africa|Investigational Site, Pretoria, South Africa|Investigational Site, Pretoria, South Africa|Investigational Site, Pretoria, South Africa|Investigational Site, Somerset West, South Africa|Investigational Site, Worcester, South Africa|Investigational Site, Barcelona, Spain|Investigational Site, Barcelona, Spain|Investigational Site, Elche, Spain|Investigational Site, Leon, Spain|Investigational Site, Madrid, Spain|Investigational Site, Valencia, Spain|Investigational Site, Vizcaya, Spain|Investigational Site, Biel, Switzerland|Investigational Site, Geneve, Switzerland|Investigational Site, La Chaux-de-Fonds, Switzerland|Investigational Site, Lugano, Switzerland|Investigational Site, Bangkok, Thailand|Investigational Site, Bangkok, Thailand|InvestigationalSite, Bangkok, Thailand|Investigational Site, Bangkok, Thailand|Investigational Site, Chiang Mai, Thailand|Investigational Site, Khonkaen, Thailand|Investigational Site, Nonthaburi, Thailand|Investigational Site, Aviv, Ukraine|Investigational Site, Dnipropetrovsk, Ukraine|Investigational Site, Dnipropetrovsk, Ukraine|Investigational Site, Donetsk, Ukraine|Investigational Site, Ivano-Frankivsk, Ukraine|Investigational Site, Kharkiv, Ukraine|Investigational Site, Kharkiv, Ukraine|Inestigational Site, Kyiv, Ukraine|Investigational Site, Kyiv, Ukraine|Investigational Site, Lugansk, Ukraine|Investigational Site, Odesa, Ukraine|Investigational Site, Poltava, Ukraine|Investigational Site, Uzhorod, Ukraine","https://ClinicalTrials.gov/show/NCT00621504"
153,"Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers","Completed","Has Results","Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella","Biological: Menactra®: Meningococcal Polysaccharide Diphtheria Toxoid Conjugate|Biological: Measles-mumps-rubella-varicella vaccine|Biological: Routine paediatric vaccine - Pneumococcal conjugate (PCV)|Biological: Routine paediatric vaccine - Hepatitis A","Birmingham, Alabama, United States|Birmingham, Alabama, United States|Dothan, Alabama, United States|Pinson, Alabama, United States|Tuscaloosa, Alabama, United States|Chandler, Arizona, United States|Bentonville, Arkansas, United States|Conway, Arkansas, United States|Hardy, Arkansas, United States|Jonesboro, Arkansas, United States|Downy, California, United States|Fountain Valley, California, United States|Huntington Beach, California, United States|Huntington Park, California, United States|LaCosta, California, United States|LaJolla, California, United States|Pico Rivera, California, United States|Centennial, Colorado, United States|Longmont, Colorado, United States|Thornton, Colorado, United States|Lake Mary, Florida, United States|Tampa, Florida, United States|Stone Mountain, Georgia, United States|Boise, Idaho, United States|Evansville, Indiana, United States|Arkansas City, Kansas, United States|Wichita, Kansas, United States|Lexington, Kentucky, United States|Louisville, Kentucky, United States|Louisville, Kentucky, United States|Louisville, Kentucky, United States|Fall River, Massachusetts, United States|Clifton, New Jersey, United States|Endwell, New York, United States|Liverpool, New York, United States|Utica, New York, United States|Garner, North Carolina, United States|Raleigh, North Carolina, United States|Winston-Salem, North Carolina, United States|Fargo, North Dakota, United States|Minot, North Dakota, United States|Cincinnati, Ohio, United States|Fairfield, Ohio, United States|Huber Heights, Ohio, United States|Kettering, Ohio, United States|Mason, Ohio, United States|Poland, Ohio, United States|Youngstown, Ohio, United States|Meadowbrook, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Barrington, Rhode Island, United States|Providence, Rhode Island, United States|Warwick, Rhode Island, United States|Barnwell, South Carolina, United States|Mount Pleasant, South Carolina, United States|Watertown, South Dakota, United States|Bristol, Tennessee, United States|Jackson, Tennessee, United States|Tullahoma, Tennessee, United States|Amarillo, Texas, United States|Amarillo, Texas, United States|Carrollton, Texas, United States|Fort Worth, Texas, United States|Grapevine, Texas, United States|Houston, Texas, United States|Houston, Texas, United States|San Antonio, Texas, United States|Sugar Land, Texas, United States|Tomball, Texas, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States|West Valley City, Utah, United States|Newport News, Virginia, United States|Norfolk, Virginia, United States|Vienna, Virginia, United States|Bellingham, Washington, United States|Santiago de Chile, Chile|Santiago, Chile","https://ClinicalTrials.gov/show/NCT00483574"
